State,Age Group,Sector,Gender,Indicator,Value
Sikkim,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.3
Sikkim,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.8
Sikkim,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.9
Sikkim,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.9
Sikkim,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.5
Sikkim,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.2
Sikkim,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.6
Sikkim,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.6
Sikkim,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,97.7
Sikkim,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.4
Sikkim,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,95.1
Tamil Nadu,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.5
Tamil Nadu,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,77
Tamil Nadu,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.6
Tamil Nadu,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.7
Tamil Nadu,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,71.1
Tamil Nadu,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.2
Tamil Nadu,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,93.6
Tamil Nadu,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.9
Tamil Nadu,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.7
Tamil Nadu,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.7
Tamil Nadu,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,78
Tamil Nadu,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.2
Tamil Nadu,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.1
Tamil Nadu,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72.1
Tamil Nadu,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,80.8
Tamil Nadu,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,95.6
Tamil Nadu,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85
Tamil Nadu,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.3
Telangana,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87
Telangana,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,59.1
Telangana,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,73
Telangana,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,84.7
Telangana,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,49.4
Telangana,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,66.6
Telangana,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.3
Telangana,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,74
Telangana,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,82.3
Telangana,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,90.5
Telangana,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61.1
Telangana,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.6
Telangana,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.7
Telangana,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,50.9
Telangana,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,68.8
Telangana,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,94.4
Telangana,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,76.6
Telangana,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.7
Tripura,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.6
Tripura,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,71.8
Tripura,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,76.8
Tripura,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.9
Tripura,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,69.1
Tripura,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,74.6
Tripura,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.6
Tripura,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,80.6
Tripura,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,84.1
Tripura,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,82.9
Tripura,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,72.1
Tripura,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,77.5
Tripura,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.1
Tripura,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,69.4
Tripura,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,75.3
Tripura,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89
Tripura,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81
Tripura,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85
Uttarakhand,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,81.1
Uttarakhand,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,48.6
Uttarakhand,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,65.2
Uttarakhand,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,78.9
Uttarakhand,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,43.9
Uttarakhand,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61.6
Uttarakhand,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,87.4
Uttarakhand,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,63.8
Uttarakhand,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,76.3
Uttarakhand,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86.1
Uttarakhand,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,51.7
Uttarakhand,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,69.3
Uttarakhand,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,84.3
Uttarakhand,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,46.9
Uttarakhand,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,65.8
Uttarakhand,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.4
Uttarakhand,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,66.6
Uttarakhand,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.7
Uttar Pradesh,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,79.3
Uttar Pradesh,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,47.9
Uttar Pradesh,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,64.1
Uttar Pradesh,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,77.5
Uttar Pradesh,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,44.2
Uttar Pradesh,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61.3
Uttar Pradesh,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.8
Uttar Pradesh,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61.3
Uttar Pradesh,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,74
Uttar Pradesh,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.8
Uttar Pradesh,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,50.3
Uttar Pradesh,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,67.5
Uttar Pradesh,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,82.2
Uttar Pradesh,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,46.5
Uttar Pradesh,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,64.8
Uttar Pradesh,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,89.3
Uttar Pradesh,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,63.9
Uttar Pradesh,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,77.1
West Bengal,15 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.8
West Bengal,15 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,60.5
West Bengal,15 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,73.3
West Bengal,15 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,83.3
West Bengal,15 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,53.8
West Bengal,15 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,68.6
West Bengal,15 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,91.5
West Bengal,15 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,76.5
West Bengal,15 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,84.1
West Bengal,18 years and above,All,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,88.1
West Bengal,18 years and above,All,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,61.5
West Bengal,18 years and above,All,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,74.9
West Bengal,18 years and above,Rural,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,86
West Bengal,18 years and above,Rural,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,54.7
West Bengal,18 years and above,Rural,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,70.4
West Bengal,18 years and above,Urban,Male,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,92.7
West Bengal,18 years and above,Urban,Female,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,77.4
West Bengal,18 years and above,Urban,Person,Percentage of Persons Who Used Mobile Telephone with Active Sim Card at Least Once During Last Three Months Preceding the Date of the Survey,85.2
